CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
6365957,184.23,CC/C=C/CCOC(=O)CC(=O)C,[(E)-hex-3-enyl] 3-oxobutanoate,"butanoic acid, 3-oxo-, 3-hexenyl ester",floral;earthy;green
6365994,170.25,CCC(C)C(=O)OC/C(=C/C)/C,[(E)-2-methylbut-2-enyl] 2-methylbutanoate,84696-85-5,elderberry;berry;estery;fruity
6366072,198.3,CCCCCCOC(=O)C(C)/C=C/C,hexyl (E)-2-methylpent-3-enoate,hexyl 2-methyl-3-pentenoate,tropical
6366072,198.3,CCCCCCOC(=O)C(C)/C=C/C,hexyl (E)-2-methylpent-3-enoate,hexyl 2-methyl-3-pentenoate,sweet;spicy;guaiacwood;fruity;cantaloupe;green;rindy;tropical;waxy
6366434,198.3,CCCC/C=C/COC(=O)CC(C)C,[(E)-hept-2-enyl] 3-methylbutanoate,(e)-hept-2-enyl isovalerate,sweet;green
6366446,184.27,CCCC/C=C/CCOC(=O)CC,[(E)-oct-3-enyl] propanoate,94133-58-1,cortex;melon;fruity;melon rind;pear;honeydew;artichoke;cantaloupe;green
6366609,172.26,CC/C=C/CCOC(CC)OC,(E)-1-(1-methoxypropoxy)hex-3-ene,(e)-1-(1-methoxypropoxy)hex-3-ene,cortex;weedy;dusty;fresh;green;bean green bean;tomato leaf
6366719,210.31,CCC/C=C/COC(=O)CC1CCCC1,[(E)-hex-2-enyl] 2-cyclopentylacetate,2-hexenyl cyclopentanylacetate,pear;jasmin;fruity;lactonic
6374524,196.33,CC(C)CCCC(C)C/C=C/C(=O)C,"(E)-6,10-dimethylundec-3-en-2-one","6,10-dimethylundec-3-en-2-one",sweet;dry;floral;rose;balsamic;woody
6378927,248.36,CCCCC/C(=C/C1=CC=CC=C1)/C(OC)OC,[(Z)-2-(dimethoxymethyl)hept-1-enyl]benzene,[2-(dimethoxymethyl)-1-heptenyl]benzene,floral;lily;green;lemon;jasmin
6379721,168.23,CC/C=C/CCC1CCC(=O)O1,5-[(E)-hex-3-enyl]oxolan-2-one,cis-7-decen-4-olide,buttery;nutty;oily;fatty
6386037,238.37,C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,"3,7-dimethyloct-6-enyl (E)-2-methylbut-2-enoate",citronellyl tiglate,tea;leafy;floral;rose;fruity;geranium
6393846,148.2,C/C(=C\C1=CC=CC=C1)/CO,(E)-2-methyl-3-phenylprop-2-en-1-ol,1504-55-8,sweet;oriental;floral;balsamic;storax
6420258,142.2,CCOC(=O)CCCC=C,ethyl hex-5-enoate,ethyl 5-hexenoate,fruity;pineapple
6420388,162.25,CC(=O)OCCC(C)(C)S,(3-methyl-3-sulfanylbutyl) acetate,3-mercapto-3-methyl-1-butyl acetate,sweet;fruity;sulfurous
6421281,192.3,CCCCC/C=C\C/C=C\C=C\C=O,"(2E,4Z,7Z)-trideca-2,4,7-trienal","(e,z,z)-trideca-2,4,7-trienal",fatty;fruity;oily;citrus peel;waxy
6422476,162.23,COC1=CC=C(C=C1)CC2CC2,1-(cyclopropylmethyl)-4-methoxybenzene,1-(cyclopropylmethyl)-4-methoxybenzene,sweet;root beer;anise;spicy;herbal;sassafrass;anisic;licorice black licorice;tarragon
6427068,168.23,CCCCC[C@@H]1[C@@H](O1)/C=C/C=O,"(E)-3-[(2S,3R)-3-pentyloxiran-2-yl]prop-2-enal","4,5-epoxy-(e)-2-decenal",metallic;aldehydic;citrus;green
6427076,166.22,CC1C2CCC(=CC2OC1=O)C,"3,6-dimethyl-3a,4,5,7a-tetrahydro-3H-1-benzofuran-2-one",wine lactone,sweet;woody;spicy
6427080,126.2,CCCCC/C=C\C=O,(Z)-oct-2-enal,"2-octenal, (2z)-",leafy;fatty;fruity;walnut;green
6427087,152.23,CCCCC/C=C\C=C\C=O,"(2E,4Z)-deca-2,4-dienal","(2e,4z)-deca-2,4-dienal",fried;fatty;green;geranium;waxy
6427091,204.35,C[C@H]1CCC(C2C1=CCC(=C2)C)C(C)C,"(1S)-1,6-dimethyl-4-propan-2-yl-1,2,3,4,4a,7-hexahydronaphthalene","cadina-1,4-diene",fruity;spicy;mango
6427108,154.25,CC1([C@@H](C2(CCC1C2)C)O)C,"(2R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",.alpha.-fenchol,camphor
6427119,170.25,CCC(C)COC(=O)/C(=C\C)/C,2-methylbutyl (Z)-2-methylbut-2-enoate,2-methylbutyl angelate,floral;fruity
6427135,170.32,CC1=CCC(CC1)C(C)(C)S,2-(4-methylcyclohex-3-en-1-yl)propane-2-thiol,p-menthene-8-thiol,naphthyl;resinous;sulfurous;garlic;alliaceous;onion;citrus;woody;tropical;grapefruit;aromatic
6427787,170.25,C[C@]1(CC[C@@H](C(O1)(C)C)O)C=C,"(3S,6S)-6-ethenyl-2,2,6-trimethyloxan-3-ol",unii-p6b6jd2n2z,floral;creamy;sweet
6427789,124.18,CC/C=C\C=C\C(=O)C,"(3E,5Z)-octa-3,5-dien-2-one","trans, cis-3,5-octadien-2-one",fatty;herbal;fruity;green;hay
6428088,222.28,CCCCC(=O)OCC1=CC=C(C=C1)OC,(4-methoxyphenyl)methyl pentanoate,anisyl n-valerate,sweet;fruity;apricot;tangerine
6428289,154.25,C[C@@]1(CC[C@H]2C[C@@H]1C2(C)C)O,"(1R,2S,5S)-2,6,6-trimethylbicyclo[3.1.1]heptan-2-ol",cis-2-pinanol,camphoreous;fir needle;incense;woody;pine
6428327,204.31,CC1([C@@H]2CC[C@@]3(C2)C(C1=C)CCC3=O)C,"(1R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",khusimone,woody;vetiver
6428428,222.37,CC1=CCC[C@]2(C1C[C@H](CC2)C(C)(C)O)C,"2-[(2S,4aR)-4a,8-dimethyl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-2-yl]propan-2-ol",7-epi-.alpha.-eudesmol,sweet;woody
6428443,258.35,C[C@]12CC[C@H](C1(C)C)C[C@H]2OC(=O)C3=CC=CC=C3,"[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] benzoate",bornyl benzoate,herbal;pine;balsamic
6428543,144.21,CCCCCC(C(=O)C)O,3-hydroxyoctan-2-one,3-hydroxyoctan-2-one,nutty;brown
6428546,108.23,CCC(S)S,"propane-1,1-dithiol",propanedithiol,onion;savory;sulfurous;onion cooked onion
6428570,126.2,CC/C=C/CC(C=C)O,"(5E)-octa-1,5-dien-3-ol","1,5-octadien-3-ol",earthy
6428573,170.25,C[C@]1(CC[C@@H](O1)C(C)(C)O)C=C,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol","2-[(2r,5s)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",floral;woody;earthy;sweet
6428574,170.25,C[C@@]1(CC[C@H](C(O1)(C)C)O)C=C,"(3R,6R)-6-ethenyl-2,2,6-trimethyloxan-3-ol",unii-n1me467ava,earthy
6428782,98.14,CCC/C=C\C=O,(Z)-hex-2-enal,cis-2-hexenal,green
6428785,140.18,CC1=C(C(=O)CC1(C)C)O,"2-hydroxy-3,4,4-trimethylcyclopent-2-en-1-one","2-hydroxy-3,4,4-trimethylcyclopent-2-enone",sweet;burnt
6428793,188.26,CC1=C(C(=C(C=C1)C)/C=C/C(=O)C)C,"(E)-4-(2,3,6-trimethylphenyl)but-3-en-2-one","(e)-4-(2',3',6'-trimethylphenyl)-3-buten-2-one",floral;green
6428926,166.22,CC1=C(OC=C1)CC2C(O2)(C)C,"2-[(3,3-dimethyloxiran-2-yl)methyl]-3-methylfuran",rose furan oxide,earthy;citrus;green
6428927,152.23,CC1=CCC2(CC1C2(C)C)O,"4,6,6-trimethylbicyclo[3.1.1]hept-3-en-1-ol",2-pinen-5-ol,musty;dusty
6428928,152.23,CC(=CC/C=C(\C)/CC=O)C,"(3E)-3,7-dimethylocta-3,6-dienal",isocitral,green
6428929,164.2,CC(=O)C(CC1=CC=CC=C1)O,3-hydroxy-4-phenylbutan-2-one,3-hydroxy-4-phenylbutan-2-one,sweet;creamy;fruity
6428938,132.23,CC(CC(=O)C)SC,4-methylsulfanylpentan-2-one,4-(methylthio)-2-pentanone,pungent
6428959,170.25,CCCCCCC(=O)CCC=O,4-oxodecanal,4-oxodecanal,fatty
6428985,206.28,CC1C(=O)CC2(O1)C(=CC=CC2(C)C)C,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]deca-7,9-dien-3-one","2,6,6,10-tetramethyl-1-oxaspiro[4.5]deca-7,9-dien-3-one",floral;woody
6428985,206.28,CC1C(=O)CC2(O1)C(=CC=CC2(C)C)C,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]deca-7,9-dien-3-one","2,6,6,10-tetramethyl-1-oxaspiro[4.5]deca-7,9-dien-3-one",floral;woody
6428990,143.21,CCC(=O)C1=NCCS1,"1-(4,5-dihydro-1,3-thiazol-2-yl)propan-1-one",2-propionyl-2-thiazoline,roasted;nutty;meaty;cooked
6428995,132.16,C1=CC=C(C=C1)/C=C\C=O,(Z)-3-phenylprop-2-enal,cis-cinnamaldehyde,spicy;cinnamon
6429016,111.14,CC(=O)C1=CCCN1,"1-(2,3-dihydro-1H-pyrrol-5-yl)ethanone",2-acetyl-2-pyrroline,roasted;nutty;sweet;ham
6429039,238.37,CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] 3-methylbutanoate",neryl isovalerate,blueberry;sweaty;sour;floral;rose;cranberry;fruity;grape;apple;bergamot;citrus
6429101,238.37,CC(=CCCC(C)(C1CCC(O1)(C)C=C)O)C,2-(5-ethenyl-5-methyloxolan-2-yl)-6-methylhept-5-en-2-ol,"7,10-epoxy-2,6,10-trimethyl-dodeca-2,11-dien-6-ol b",floral;mild
6429107,130.18,CC[C@H](C)C(=O)OCC,ethyl (2S)-2-methylbutanoate,10307-61-6,apple;fruity;fresh;peach
6429195,180.24,CC1(C2CC=C(C1C2)COC=O)C,"(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)methyl formate",myrtenyl formate,woody;pine;oily
6429214,218.33,CC(=CCCC(=C)C1CCC(=CC1)C=O)C,"4-(6-methylhepta-1,5-dien-2-yl)cyclohexene-1-carbaldehyde",.beta.-bisabolenal,fruity;fatty;green
6429218,138.17,CC1=CN=C(C(=N1)C)OC,"2-methoxy-3,5-dimethylpyrazine","2-methoxy-3,5-dimethylpyrazine",earthy
6429261,152.23,CCCCC/C=C\C=C/C=O,"(2Z,4Z)-deca-2,4-dienal","(z,z)-2,4-decadienal",seaweed
6429262,126.2,CCCC/C=C\C(=O)C,(Z)-oct-3-en-2-one,(z)-3-octen-2-one,nutty
6429268,134.18,CC1=CN=C(C(=N1)C)C=C,"2-ethenyl-3,5-dimethylpyrazine","2-ethenyl-3,5-dimethylpyrazine",musty;earthy
6429282,138.21,CCCC/C=C\C=C\C=O,"(2E,4Z)-nona-2,4-dienal","(e,z)-2,4-nonadienal",geranium;pungent;green
6429292,128.17,CCCC[C@@H]1[C@H](O1)C=O,"(2S,3R)-3-butyloxirane-2-carbaldehyde","trans-2,3-epoxyheptanal",citrus;fatty;green
6429294,142.2,CCCCC[C@@H]1[C@H](O1)C=O,"(2S,3R)-3-pentyloxirane-2-carbaldehyde","trans-2,3-epoxyoctanal",soapy;fruity;citrus;fatty
6429302,204.35,CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,"(1S,5S,6R)-2,6-dimethyl-6-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-2-ene",trans-alpha-bergamotene,woody;tea;warm
6429308,134.24,CC(CC(C)(C)S)O,4-methyl-4-sulfanylpentan-2-ol,4-mercapto-4-methyl-2-pentanol,floral;lemon;grapefruit
6429325,182.26,CC/C=C/C/C=C/CCOC(=O)C,"[(3E,6E)-nona-3,6-dienyl] acetate","3,6-nonadienyl acetate",sweet;melon;fruity;cucumber;pear;fresh;green;waxy
6429343,124.18,CC/C=C\CC(=O)C=C,"(5Z)-octa-1,5-dien-3-one","(5z)-octa-1,5-dien-3-one",geranium;metallic;green
6429708,194.23,CCOC(=O)C(CC1=CC=CC=C1)O,ethyl 2-hydroxy-3-phenylpropanoate,ethyl 2-hydroxy-3-phenylpropanoate,peppery;spicy;pepper black pepper
6430107,248.4,CC/C=C\C/C=C\C/C=C\CCCCCCC=O,"(8Z,11Z,14Z)-heptadeca-8,11,14-trienal","(8z,11z,14z)-heptadecatrienal",seaweed
6430151,182.3,CCCCC/C=C\CCCCC=O,(Z)-dodec-6-enal,(z)-6-dodecenal,pine;waxy
6430180,182.3,CCCCCCC/C=C\CCC=O,(Z)-dodec-4-enal,(z)-4-dodecenal,aldehydic;fruity;citrus
6430188,210.36,CCCCC/C=C\CCCCCCC=O,(Z)-tetradec-8-enal,(z)-8-tetradecenal,beeswax;fatty;floral;herbal;fruity;orange peel;green;citrus;waxy
6430307,126.2,CC/C=C\CC(C=C)O,"(5Z)-octa-1,5-dien-3-ol",50306-18-8,metallic;marine;mushroom;green
6430321,166.22,C[C@@H]1[C@H]2CCC(=C[C@H]2OC1=O)C,"(3R,3aR,7aS)-3,6-dimethyl-3a,4,5,7a-tetrahydro-3H-1-benzofuran-2-one",(+)-wine lactone,sweet;dill;spicy;coconut
6430713,104.17,CC(=O)CSC,1-methylsulfanylpropan-2-one,1-methylthio-2-propanone,melon
6430754,222.37,CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O,"2-[(2R,4aS)-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]propan-2-ol",10-epi-gamma-eudesmol,sweet;woody;floral
6430759,180.29,CCCCC/C=C\CC/C=C/C=O,"(2E,6Z)-dodeca-2,6-dienal",2-trans-6-cis-dodecadienal,mandarin;aldehydic;spicy;fatty;melon;orange;green;citrus
6430804,170.25,CCCCCOC(=O)/C(=C\C)/C,pentyl (Z)-2-methylbut-2-enoate,pentyl 2-methylisocrotonate,floral;fruity
6430878,148.23,CC(CCOC(=O)C)S,3-sulfanylbutyl acetate,3-sulfanylbutyl acetate,fruity
6430879,190.31,CCCCC(CCOC(=O)C)S,3-sulfanylheptyl acetate,3-mercaptoheptyl acetate,fruity;sulfurous
6430888,134.24,CCC(C(C)CO)S,2-methyl-3-sulfanylpentan-1-ol,227456-27-1,onion;sulfurous
6430892,120.22,CC(CO)C(C)S,2-methyl-3-sulfanylbutan-1-ol,2-methyl-3-sulfanylbutan-1-ol,sulfurous
6431042,140.22,CCCCC/C=C\CC=O,(Z)-non-3-enal,(z)-non-3-enal,cucumber;green
6431144,148.2,CCC1=NC(=CN=C1C=C)C,2-ethenyl-3-ethyl-5-methylpyrazine,2-ethenyl-3-ethyl-5-methylpyrazine,earthy
6431151,204.35,CC(=C)[C@H]1CC[C@@]([C@H](C1)C(=C)C)(C)C=C,"(1S,2R,4S)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane",(-)-cis-.beta.-elemene,sweet
6431196,220.35,CC1CCC(C2C1=CC(C(=C2)C)O)C(C)C,"3,8-dimethyl-5-propan-2-yl-2,4a,5,6,7,8-hexahydronaphthalen-2-ol","cadina-1,4-diene-3-ol",woody;spicy
6431207,204.35,CC1=CC2[C@H](CCC(=C)C2CC1)C(C)C,"(1R)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",.delta.-muurolene,oily
6431223,140.18,C[C@H]1[C@H](C(=O)C(=C1C)O)C,"(4S,5R)-2-hydroxy-3,4,5-trimethylcyclopent-2-en-1-one","cis-2-cyclopenten-1-one, 2-hydroxy-3,4,5-trimethyl",caramellic;sweet;maple
6431224,140.18,C[C@@H]1[C@H](C(=O)C(=C1C)O)C,"(4R,5R)-2-hydroxy-3,4,5-trimethylcyclopent-2-en-1-one",schembl20269228,sweet;milky;dairy
6431476,170.25,C[C@]1([C@H](CCC(O1)(C)C)O)C=C,"(2R,3S)-2-ethenyl-2,6,6-trimethyloxan-3-ol","linalool oxide, pyran, (e)-",woody
6431477,170.25,C[C@@]1([C@H](CCC(O1)(C)C)O)C=C,"(2S,3S)-2-ethenyl-2,6,6-trimethyloxan-3-ol","linalool oxide, pyrane, (z)-",citrus;green
6432005,222.37,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O,"2-[(2R,4aR)-4a,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl]propan-2-ol",gamma-eudesmol,sweet;waxy
6432221,222.37,CC1=CC2[C@@H](CC[C@](C2CC1)(C)O)C(C)C,"(1S,4S)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",.delta.-cadinol,herbal
6432254,170.25,C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,"2-[(2S,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",trans-linalool oxide,floral
6432308,204.35,CC1=C[C@H]2[C@@H](CC1)C(=C)CC[C@@H]2C(C)C,"(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",.gamma.-muurolene,woody;spicy;herbal
6432447,222.37,CC1(CCCC2(C3C1[C@@H](C2(CC3)C)O)C)C,"(8S)-2,6,6,9-tetramethyltricyclo[5.4.0.02,9]undecan-8-ol",juniperol,woody;mossy
6432469,154.25,C[C@H]1CC[C@H](C(=O)C1)C(C)C,"(2S,5S)-5-methyl-2-propan-2-ylcyclohexan-1-one",isomenthone,minty
6432474,154.25,C[C@H]1CC[C@@H](CC1=O)C(C)C,"(2S,5S)-2-methyl-5-propan-2-ylcyclohexan-1-one",(-)-carvomenthone,spearmint;cooling;green;woody;minty
6432696,182.26,CC1(C2CCC1([C@@H](C2)OC=O)C)C,"[(2R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] formate","borneol, formate",herbal;balsamic;green;earthy;pine
6432706,220.35,C[C@]1(CC[C@H]2[C@@H]1C3C(C3(C)C)CCC2=C)O,"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol",.beta.-spathulenol,honey
6432852,154.25,CCC/C=C\CCCCC=O,(Z)-dec-6-enal,(z)-6-decenal,cucumber;tallow;green
6432858,236.39,C1CCCCC(=O)CCCCC/C=C\CCC1,(7Z)-cyclohexadec-7-en-1-one,7-cyclohexadecen-1-one,musk
6432903,204.26,C/C=C(/C)\C(=O)OCCC1=CC=CC=C1,2-phenylethyl (Z)-2-methylbut-2-enoate,phenethyl 2-methylisocrotonate,floral;woody;orris;rose
6432923,188.26,CCCC(CCCC(=O)OCC)O,ethyl 5-hydroxyoctanoate,ethyl 5-hydroxyoctanoate,sweet;fruity;pineapple;fatty
6432934,209.33,CC(C)/C(=N/O)/C(C)(C)C/C=C(\C)/C=C,"(NZ)-N-[(6E)-2,4,4,7-tetramethylnona-6,8-dien-3-ylidene]hydroxylamine",labienoxime,currant bud black currant bud;floral;herbal;rose;green;grapefruit;sage
6432955,216.27,C/C=C(/C)\C(=O)OC/C=C/C1=CC=CC=C1,[(E)-3-phenylprop-2-enyl] (Z)-2-methylbut-2-enoate,84254-87-5,herbal;woody;cinnamyl;green
6432962,216.32,CCCCC/C(=C/C1=CC=C(C=C1)C)/C=O,(2Z)-2-[(4-methylphenyl)methylidene]heptanal,2-[(4-methylphenyl)methylene]heptanal,berry;floral;mimosa;green;tropical;heliotrope
6433147,192.3,C[C@@H]1CCC=C(C1(C)C)/C=C/C(=O)C,"(E)-4-[(5R)-5,6,6-trimethylcyclohexen-1-yl]but-3-en-2-one","(E)-4-[(5R)-5,6,6-trimethylcyclohexen-1-yl]but-3-en-2-one",dry;sweet;seedy;berry;floral;fruity;powdery;woody;orris
6433150,238.37,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,"[(3E)-3,7-dimethylocta-3,6-dienyl] 3-methylbutanoate",schembl1532503,sweet;blueberry;herbal;melon;fruity;pineapple;oily;apple;green
6433191,428.7,C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C,"(2R,8aS)-1-[(E)-6-[(1S)-2,2-dimethyl-6-methylidenecyclohexyl]-4-methylhex-3-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol","(2R,8aS)-1-[(E)-6-[(1S)-2,2-dimethyl-6-methylidenecyclohexyl]-4-methylhex-3-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",amber;ambergris;woody;labdanum
6433214,180.24,CCCC/C=C/1\C(=C(C(=O)O1)C)C,"(5E)-3,4-dimethyl-5-pentylidenefuran-2-one",bovolide,herbal;minty;spicy
6433271,428.6,CCCCCCCC/C=C\CCCCCCCC(=O)OCC([C@@H]1[C@H]([C@@H](CO1)O)O)O,"[2-[(2R,3S,4R)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl] (Z)-octadec-9-enoate",sorbitan oleate,oily;fatty;waxy
6433507,246.34,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,[(E)-1-phenyloct-1-en-3-yl] acetate,amyl cinnamyl acetate,sweet;spicy;fatty;floral;fruity;cinnamyl;balsamic;jasmin;tropical;chocolate;leathery
6433547,168.28,CC/C(=C/CCC(C)(C=C)O)/C,"(6E)-3,7-dimethylnona-1,6-dien-3-ol",ethyl linalool,floral;herbal;lavender;bois de rose;fresh;wet;green;bergamot
6433715,142.2,CCC/C=C/CCC(=O)O,(E)-oct-4-enoic acid,(e)-4-octenoic acid,greasy
6433750,152.23,C/C(=C\C=C)/CC(C)(C=C)O,"(5E)-3,5-dimethylocta-1,5,7-trien-3-ol","(5e)-3,5-dimethylocta-1,5,7-trien-3-ol",sweet;spicy;floral;ginger;tropical;fennel
6434275,156.26,CC(C)C/C=C(/CO)\C(C)C,(E)-5-methyl-2-propan-2-ylhex-2-en-1-ol,2-isopropyl-5-methylhex-2-en-1-ol,herbal;fresh;woody;minty;rosemary
6434276,198.3,CC(C)C/C=C(\COC(=O)C)/C(C)C,[(Z)-5-methyl-2-propan-2-ylhex-2-enyl] acetate,2-isopropyl-5-methylhex-2-enyl acetate,herbal;minty;fresh;woody
6434541,140.22,CC/C=C\C/C=C\CCO,"(3Z,6Z)-nona-3,6-dien-1-ol",53046-97-2,sweet;vegetable;melon;cucumber;oily;honeydew;green;waxy
6434672,210.31,CC/C(=C/CCC(C)(C=C)OC(=O)C)/C,"[(6E)-3,7-dimethylnona-1,6-dien-3-yl] acetate",ethyl linalyl acetate,floral;rose;fruity;bergamot;tropical
6435040,238.37,CC(C)CCOC(=O)/C=C(\C)/CCC=C(C)C,"3-methylbutyl (2E)-3,7-dimethylocta-2,6-dienoate",isoamyl geranate,floral;honey;rose;lemon;hay
6435821,204.26,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,(Z)-1-(4-methoxyphenyl)-4-methylpent-1-en-3-one,methoxystyryl isopropyl ketone,caramellic;fruity;buttery
6435825,180.2,CCCOC(=O)/C=C\C1=CC=CO1,propyl (Z)-3-(furan-2-yl)prop-2-enoate,propyl 2-furanacrylate,sweet;spicy;caramellic;fruity;balsamic;citrus
6435826,150.17,CC/C(=C\C1=CC=CO1)/C=O,(2E)-2-(furan-2-ylmethylidene)butanal,alpha-ethylfurylacrolein,spicy;cinnamon;leathery
6435833,152.19,C/C=C/C=C/C(=O)OCC=C,"prop-2-enyl (2E,4E)-hexa-2,4-dienoate",allyl sorbate,fruity;pineapple
6435834,232.32,CCCCC/C(=C/C1=CC=CC=C1)/COC=O,[(2Z)-2-benzylideneheptyl] formate,alpha-amylcinnamyl formate,sweet;herbal;green;oily
6435835,288.4,CCCCC/C(=C/C1=CC=CC=C1)/COC(=O)CC(C)C,[(2Z)-2-benzylideneheptyl] 3-methylbutanoate,alpha-amylcinnamyl isovalerate,tobacco;fruity;hay;oily
6435836,209.15,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.N,"azane;2-hydroxypropane-1,2,3-tricarboxylic acid",ammonium citrate,slight;ammoniacal
6435837,284.4,CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl (E)-3-phenylprop-2-enoate,alpha-terpinyl cinnamate,sweet;winey;nutmeg;balsamic
6435838,140.22,CCCC/C=C(\CC)/C=O,(E)-2-ethylhept-2-enal,2-ethyl-2-heptenal,green;sharp
6435839,246.34,CCCCCCCOC(=O)/C=C/C1=CC=CC=C1,heptyl (E)-3-phenylprop-2-enoate,heptyl cinnamate,leafy;hyacinth;green
6435840,220.35,C/C=C/C=C/C=C/C=C/CCCCCCO,"(7E,9E,11E,13E)-pentadeca-7,9,11,13-tetraen-1-ol","(7E,9E,11E,13E)-pentadeca-7,9,11,13-tetraen-1-ol",sweet;woody;sandalwood
6435841,164.24,CC/C=C/CC1=C(C(=O)CC1)C,2-methyl-3-[(E)-pent-2-enyl]cyclopent-2-en-1-one,isojasmone,spicy;fatty;floral;fruity;creamy;waxy;lactonic
6435861,198.3,CCCCCCOC(=O)/C=C/CCC,hexyl (E)-hex-2-enoate,hexyl trans-2-hexenoate,fruity;fatty;green
6435869,126.2,CC/C=C\CCCC=O,(Z)-oct-5-enal,(z)-oct-5-enal,fruity
6435876,198.22,C1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C=O,(E)-3-(furan-2-yl)-2-phenylprop-2-enal,57568-60-2,berry
6435882,196.29,CC/C=C\CCOC(=O)C/C=C\CC,[(Z)-hex-3-enyl] (Z)-hex-3-enoate,cis-3-hexenyl cis-3-hexenoate,metallic;melon;pear;tomato leaf;green;tropical;fennel
6435903,198.3,C/C=C/CCCCCCCC(=O)OC,methyl (E)-undec-9-enoate,methyl 9-undecenoate,fatty;floral;rose;fungal;earthy;waxy
6436311,142.2,CC/C=C(\C)/C(=O)OCC,ethyl (E)-2-methylpent-2-enoate,"2-pentenoic acid, 2-methyl-, ethyl ester",fruity;rummy;berry
6436336,182.26,CCCCC/C=C\C=C\C(=O)OC,"methyl (2E,4Z)-deca-2,4-dienoate","methyl (2e,4z)-2,4-decadienoate",pear;lemon;fruity;waxy
6436339,238.37,C1CCCCCC(=O)OCC/C=C/CCCC1,(13E)-1-oxacyclohexadec-13-en-2-one,unii-if3n774v66,musk
6436369,250.38,CC(=CCC/C(=C/COC(=O)C(=C(C)C)C)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] 2,3-dimethylbut-2-enoate","3,7-dimethyl-2,6-octadienyl 2,3-dimethylcrotonate",sweet;rummy;rose;herbal;fruity;tropical
6436374,272.4,CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] 2-phenylacetate","(z)-3,7-dimethylocta-2,6-dienyl phenylacetate",floral;honey;honeysuckle;rose
6436486,144.21,CCC/C=C/C(OC)OC,"(E)-1,1-dimethoxyhex-2-ene",trans-2-hexenal dimethyl acetal,apple;fruity
6436491,182.3,CCCCCCC/C=C/C=C/CO,"(2E,4E)-dodeca-2,4-dien-1-ol",18485-38-6,fruity;green;waxy
6436546,182.3,CCOC/C=C(/C)\CCC=C(C)C,"(2Z)-1-ethoxy-3,7-dimethylocta-2,6-diene","(2z)-1-ethoxy-3,7-dimethylocta-2,6-diene",floral;cologne;clean;rose
